section_id,term,department,cross_list_group,course_description,section_number,title,credits,level,status,enrollment_limit,actual_enrollment,cross_list_enrollment,waitlist
72810,201770,HIST,-,HIST 125,5,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
72831,201770,HIST,-,HIST 125,6,Introduction to World History,3,Undergraduate - Lower Division,WL,55,54,0,4
72832,201770,HIST,-,HIST 125,7,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
73298,201770,HIST,-,HIST 125,8,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
74695,201770,HIST,-,HIST 125,10,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
80600,201770,HIST,-,HIST 125,12,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
80601,201770,HIST,-,HIST 125,13,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
80602,201770,HIST,-,HIST 125,14,Introduction to World History,3,Undergraduate - Lower Division,WL,45,45,0,0
80603,201770,HIST,-,HIST 125,15,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
80604,201770,HIST,-,HIST 125,16,Introduction to World History,3,Undergraduate - Lower Division,O,55,40,0,0
80605,201770,HIST,-,HIST 125,17,Introduction to World History,3,Undergraduate - Lower Division,WL,45,45,0,0
80606,201770,HIST,-,HIST 125,18,Introduction to World History,3,Undergraduate - Lower Division,O,55,38,0,0
80607,201770,HIST,-,HIST 125,19,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
81692,201770,HIST,-,HIST 125,20,Introduction to World History,3,Undergraduate - Lower Division,WL,40,40,0,0
81804,201770,HIST,-,HIST 125,21,Introduction to World History,3,Undergraduate - Lower Division,WL,55,55,0,0
74609,201770,HIST,-,HIST 125,DL1,Introduction to World History,3,Undergraduate - Lower Division,WL,40,40,0,9
74610,201770,HIST,-,HIST 125,DL2,Introduction to World History,3,Undergraduate - Lower Division,WL,40,40,0,4
74364,201770,HIST,E5,HIST 202,1,Fresh/Soph Sem in Global Hist,3,Undergraduate - Lower Division,O,10,4,22,0
70115,201770,HIST,-,HIST 271,1,Survey Latin Amer Hist,3,Undergraduate - Lower Division,O,45,44,0,0
71782,201770,HIST,-,HIST 281,1,Surv of Middle Eastern Civiliz,3,Undergraduate - Lower Division,WL,45,45,0,0
72494,201770,HIST,-,HIST 300,1,"Slavery,Abol,Undrgrnd Railroad",3,Undergraduate - Upper Division,WL,17,17,0,0
71859,201770,HIST,-,HIST 300,2,Generatnl Divides in US/UK,3,Undergraduate - Upper Division,WL,17,17,0,0
81699,201770,HIST,-,HIST 300,4,"Info Rev in America, 1750-1860",3,Undergraduate - Upper Division,WL,17,18,0,0
71909,201770,HIST,-,HIST 329,1,Modern Russia and Soviet Union,3,Undergraduate - Upper Division,WL,45,43,0,4
80614,201770,HIST,GA,HIST 335,1,African-Amer Exper in US,3,Undergraduate - Upper Division,O,45,22,23,0
81398,201770,HIST,-,HIST 339,DL1,History of Baseball,3,Undergraduate - Upper Division,WL,45,45,0,0
72935,201770,HIST,-,HIST 341,1,History of Sport United States,3,Undergraduate - Upper Division,O,45,30,0,0
70116,201770,HIST,-,HIST 354,1,Modern China,3,Undergraduate - Upper Division,O,45,36,0,0
80615,201770,HIST,-,HIST 357,1,Postwar Japan: 1945-Pres,3,Undergraduate - Upper Division,WL,45,45,0,0
80616,201770,HIST,-,HIST 365,1,Conquest/Colonztn-Lat Am,3,Undergraduate - Upper Division,O,45,36,0,0
75608,201770,HIST,-,HIST 373,1,The Civil War & Reconstruction,3,Undergraduate - Upper Division,WL,45,45,0,3
83086,201770,HIST,8A,HIST 385,1,Humanities College to Career,1,Undergraduate - Upper Division,O,9,0,7,0
72811,201770,HIST,-,HIST 387,1,Early Ancient China,3,Undergraduate - Upper Division,O,45,25,0,0
74108,201770,HIST,3N,HIST 387,2,Organizing Culture Change,3,Undergraduate - Upper Division,O,25,25,44,1
80622,201770,HIST,3R,HIST 387,9,Hiroshima and the Cold War,3,Undergraduate - Upper Division,O,30,23,35,0
81403,201770,HIST,42,HIST 387,10,History at the Movies,6,Undergraduate - Upper Division,O,22,21,30,0
81489,201770,HIST,4M,HIST 387,11,US & World Power,3,Undergraduate - Upper Division,O,15,15,37,0
81674,201770,HIST,-,HIST 387,12,Islam and Sectarianism,3,Undergraduate - Upper Division,O,45,16,0,0
71526,201770,HIST,9X,HIST 388,1,Western Medieval Art,3,Undergraduate - Upper Division,O,30,24,39,0
72843,201770,HIST,7A,HIST 388,3,History of Modern Architecture,3,Undergraduate - Upper Division,O,30,3,16,0
78758,201770,HIST,-,HIST 388,4,Medieval England 1066-1350,3,Undergraduate - Upper Division,WL,45,46,0,4
80624,201770,HIST,-,HIST 388,5,Classical Greece,3,Undergraduate - Upper Division,O,45,17,0,0
80625,201770,HIST,-,HIST 388,6,World War II in Europe,3,Undergraduate - Upper Division,O,45,36,0,0
73692,201770,HIST,2K,HIST 388,DL1,Medieval Irish Art & Culture,3,Undergraduate - Upper Division,WL,20,20,39,1
77943,201770,HIST,-,HIST 389,2,Intro Native American History,3,Undergraduate - Upper Division,O,45,24,0,0
80470,201770,HIST,0G,HIST 389,3,Women During Enslavement Era,3,Undergraduate - Upper Division,O,8,2,25,0
80626,201770,HIST,4M,HIST 389,4,US & World Power,3,Undergraduate - Upper Division,O,30,22,37,0
80627,201770,HIST,-,HIST 389,5,History of Sexuality,3,Undergraduate - Upper Division,O,39,19,0,0
81411,201770,HIST,D2,HIST 389,6,Black Bodies and Policing Race,3,Undergraduate - Upper Division,WL,10,10,25,0
81845,201770,HIST,C3,HIST 389,7,Religion in America,3,Undergraduate - Upper Division,O,8,7,27,0
83110,201770,HIST,FZ,HIST 389,9,History of Photography,3,Undergraduate - Upper Division,O,15,2,14,0
71916,201770,HIST,-,HIST 390,1,The Digital Past,3,Undergraduate - Upper Division,WL,45,45,0,1
74207,201770,HIST,-,HIST 390,2,The Digital Past,3,Undergraduate - Upper Division,WL,45,45,0,1
72675,201770,HIST,-,HIST 390,3,The Digital Past,3,Undergraduate - Upper Division,WL,45,45,0,1
78800,201770,HIST,-,HIST 390,4,The Digital Past,3,Undergraduate - Upper Division,O,45,44,0,0
80623,201770,HIST,3R,HIST 393,2,Hiroshima and the Cold War,3,Undergraduate - Upper Division,O,15,12,35,0
82823,201770,HIST,-,HIST 399,1,Internship,9-Jan,Undergraduate - Upper Division,CN,30,5,0,0
80628,201770,HIST,-,HIST 403,1,Revolu Era Amer Hist 1763-1812,3,Undergraduate - Upper Division,O,45,26,0,0
81399,201770,HIST,-,HIST 404,1,Jacksonian Am: 1812-1854,3,Undergraduate - Upper Division,O,45,15,0,0
71779,201770,HIST,-,HIST 499,1,Revolutionary America,3,Undergraduate - Upper Division,WL,15,15,0,0
72978,201770,HIST,-,HIST 499,3,War and Remembrance,3,Undergraduate - Upper Division,O,15,6,0,0
78187,201770,HIST,-,HIST 499,4,The Long Cuban Missile Crisis,3,Undergraduate - Upper Division,O,15,7,0,0
73367,201770,HIST,3T,HIST 535,1,US/South Africa Compared Hist,3,Graduate - First,O,8,7,13,0
82479,201770,HIST,3J,HIST 535,2,Trans-Atlantic Slave Trade,3,Graduate - First,O,5,5,14,0
70129,201770,HIST,-,HIST 610,1,Study and Writing of History,3,Graduate - First,O,18,16,0,0
70130,201770,HIST,-,HIST 610,2,Study and Writing of History,3,Graduate - First,O,18,13,0,0
82603,201770,HIST,-,HIST 610,3,Study and Writing of History,3,Graduate - First,O,18,17,0,0
73283,201770,HIST,-,HIST 615,1,Civil/Military Relations,3,Graduate - First,O,18,17,0,0
70131,201770,HIST,-,HIST 615,2,American Democracy,3,Graduate - First,WL,18,18,0,0
74548,201770,HIST,D3,HIST 615,3,Decolonizing Museums,3,Graduate - First,WL,9,9,18,0
80485,201770,HIST,16,HIST 615,7,"Gender,Race,Reform 1800-1920",3,Graduate - First,O,13,10,16,0
80629,201770,HIST,3T,HIST 615,8,US/South Africa Compared Hist,3,Graduate - First,O,7,6,13,0
82506,201770,HIST,3J,HIST 615,9,Trans-Atlantic Slave Trade,3,Graduate - First,O,5,5,14,0
80630,201770,HIST,-,HIST 618,1,Age of Jackson: 1815-54,3,Graduate - First,O,18,16,0,0
80631,201770,HIST,-,HIST 620,1,Devl Erly Rep: 1783-1815,3,Graduate - First,O,18,14,0,0
72146,201770,HIST,-,HIST 635,1,"Mdrnity, Rev, Totalitarianism",3,Graduate - First,O,18,17,0,0
73310,201770,HIST,7E,HIST 635,2,The First Global Wars,3,Graduate - First,WL,12,11,17,0
82517,201770,HIST,3J,HIST 635,3,Trans-Atlantic Slave Trade,3,Graduate - First,O,5,4,14,0
81419,201770,HIST,D3,HIST 685,1,Decolonizing Museums,3,Graduate - First,WL,9,9,18,1
71546,201770,HIST,-,HIST 696,1,Clio Wired: Hist/New Med,3,Graduate - First,CN,18,15,0,0
75857,201770,HIST,-,HIST 711,1,United States since 1877,3,Graduate - Advanced,O,15,14,0,0
74375,201770,HIST,3V,HIST 711,2,Trials in History,3,Graduate - Advanced,O,8,7,7,0
74376,201770,HIST,3V,HIST 731,1,Trials in History,3,Graduate - Advanced,O,7,0,7,0
82899,201770,HIST,-,HIST 794,1,Internship Applied Hist,6-Jan,Graduate - Advanced,CN,30,0,0,0
81700,201770,HIST,-,HIST 810,1,History Doctoral Colloquium,1,Graduate - Advanced,O,28,19,0,0
76060,201770,HNRS,-,HNRS 108,1,Intro Research Methods I,3,Undergraduate - Lower Division,O,25,22,0,0
71215,201770,HNRS,-,HNRS 110,1,Research Methods,4,Undergraduate - Lower Division,O,24,22,0,0
71216,201770,HNRS,-,HNRS 110,2,Research Methods,4,Undergraduate - Lower Division,CL,24,24,0,0
71217,201770,HNRS,-,HNRS 110,3,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
72194,201770,HNRS,-,HNRS 110,4,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
71560,201770,HNRS,-,HNRS 110,5,Research Methods,4,Undergraduate - Lower Division,CL,24,24,0,0
71561,201770,HNRS,-,HNRS 110,6,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
71562,201770,HNRS,-,HNRS 110,7,Research Methods,4,Undergraduate - Lower Division,O,25,24,0,0
72496,201770,HNRS,-,HNRS 110,8,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
72192,201770,HNRS,-,HNRS 110,9,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
72905,201770,HNRS,-,HNRS 110,10,Research Methods,4,Undergraduate - Lower Division,O,25,23,0,0
73248,201770,HNRS,-,HNRS 110,11,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
74441,201770,HNRS,-,HNRS 110,13,Research Methods,4,Undergraduate - Lower Division,O,25,24,0,0
74715,201770,HNRS,-,HNRS 110,14,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
74716,201770,HNRS,-,HNRS 110,15,Research Methods,4,Undergraduate - Lower Division,CN,25,25,0,0
75831,201770,HNRS,-,HNRS 110,16,Research Methods,4,Undergraduate - Lower Division,CN,25,17,0,0
82042,201770,HNRS,-,HNRS 110,19,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
82085,201770,HNRS,-,HNRS 110,22,Research Methods,4,No Value,CL,25,25,0,0
82452,201770,HNRS,-,HNRS 110,24,Research Methods,4,Undergraduate - Lower Division,CL,25,25,0,0
71218,201770,HNRS,-,HNRS 122,1,Excursions into Chinese Art,3,Undergraduate - Lower Division,WL,25,25,0,0
71219,201770,HNRS,-,HNRS 122,2,Theater and Major Social Shfts,3,Undergraduate - Lower Division,WL,24,24,0,4
72414,201770,HNRS,-,HNRS 122,3,Theater and Major Social Shfts,3,Undergraduate - Lower Division,WL,25,25,0,1
78054,201770,HNRS,-,HNRS 122,4,Comm the Aesthetic Experience,3,Undergraduate - Lower Division,WL,25,25,0,0
72212,201770,HNRS,-,HNRS 122,5,Pompeii:WndowAncRomLif&Art,3,Undergraduate - Lower Division,WL,25,25,0,1
74492,201770,HNRS,-,HNRS 122,6,Contemporary American Drama,3,Undergraduate - Lower Division,WL,25,25,0,0
78522,201770,HNRS,-,HNRS 122,7,Narrative Journalism,3,Undergraduate - Lower Division,WL,25,25,0,0
78850,201770,HNRS,-,HNRS 122,8,Visualizing Modernity,3,Undergraduate - Lower Division,WL,25,25,0,1
79125,201770,HNRS,-,HNRS 122,9,Rdng & Wrtng the Modern Essay,3,Undergraduate - Lower Division,WL,25,25,0,1
81390,201770,HNRS,-,HNRS 130,2,Autobiography/Amer Identities,3,Undergraduate - Lower Division,O,25,23,0,0
81391,201770,HNRS,-,HNRS 130,3,The European & American Self,3,Undergraduate - Lower Division,O,25,19,0,0
78085,201770,HNRS,-,HNRS 131,1,CultEduc&CommEraofGloblztn,3,Undergraduate - Lower Division,O,25,24,0,0
71858,201770,HNRS,-,HNRS 131,4,Radical Nationalist Movements,3,Undergraduate - Lower Division,WL,24,25,0,5
72166,201770,HNRS,-,HNRS 131,6,Humor & Global Politics,3,Undergraduate - Lower Division,WL,25,25,0,4
81599,201770,HNRS,-,HNRS 131,10,Culture/Ed/Comm in Era of Glob,3,Undergraduate - Lower Division,WL,25,25,0,0
81695,201770,HNRS,-,HNRS 131,11,"Global/Impact on Inst,Soc,Indv",3,Undergraduate - Lower Division,WL,25,25,0,0
82089,201770,HNRS,-,HNRS 131,13,Identities,3,No Value,WL,25,25,0,0
82108,201770,HNRS,-,HNRS 131,14,"Religion, State and the Law",3,Undergraduate - Lower Division,O,25,18,0,0
82272,201770,HNRS,DM,HNRS 131,15,African Art,3,No Value,O,20,20,60,0
72934,201770,HNRS,-,HNRS 211,1,Mentorship Undergrad Research,0-2,Undergraduate - Lower Division,CN,15,10,0,0
71220,201770,HNRS,-,HNRS 240,1,The History of Science,3,Undergraduate - Lower Division,WL,25,32,0,0
71221,201770,HNRS,-,HNRS 240,2,History of the Family,3,Undergraduate - Lower Division,WL,25,25,0,8
71222,201770,HNRS,-,HNRS 240,3,History of Emotions,3,Undergraduate - Lower Division,WL,24,26,0,1
72408,201770,HNRS,-,HNRS 240,4,Roots of American Music,3,Undergraduate - Lower Division,WL,26,26,0,0
72817,201770,HNRS,-,HNRS 240,6,Technology and Identity,3,Undergraduate - Lower Division,WL,25,25,0,0
74627,201770,HNRS,-,HNRS 240,7,Elizabethan Politics and Prose,3,Undergraduate - Lower Division,O,25,24,0,0
75832,201770,HNRS,-,HNRS 240,8,Elizabethan Politics and Prose,3,Undergraduate - Lower Division,O,25,24,0,0
81394,201770,HNRS,-,HNRS 240,9,"HstryofNrml:Mnstrs,Frks&Crips",3,Undergraduate - Lower Division,O,25,24,0,0
81696,201770,HNRS,-,HNRS 302,2,Research Methods II,3,Undergraduate - Upper Division,CN,25,12,0,0
74190,201770,HNRS,-,HNRS 310,1,Honors College Connects I,0,Undergraduate - Upper Division,CN,20,0,0,0
75926,201770,HNRS,-,HNRS 330,1,Research Tech Online Community,0-3,Undergraduate - Upper Division,O,15,3,0,0
75833,201770,HNRS,-,HNRS 353,2,EffecRespnsCrime:Polcs&Strtgie,3,Undergraduate - Upper Division,WL,25,26,0,5
81542,201770,HNRS,-,HNRS 353,4,Life in the Universe,3,Undergraduate - Upper Division,WL,25,25,0,1
71342,201770,LA,-,AFAM 200,1,Intro African/American Studies,3,Undergraduate - Lower Division,O,44,43,0,1
81410,201770,LA,0W,AFAM 390,6,"Race, Class, Gender, & Sports",3,Undergraduate - Upper Division,O,5,5,32,0
81509,201770,LA,0G,AFAM 390,8,Women During Enslavement Era,3,Undergraduate - Upper Division,O,8,6,25,0
82341,201770,LA,DM,AFAM 390,9,Survey of African Art,3,Undergraduate - Upper Division,O,5,2,60,0
74656,201770,LA,-,CHSS 390,1,Peer Tutoring Writing,1,Undergraduate - Upper Division,CN,6,9,0,0
70072,201770,LA,-,GLOA 101,1,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,45,0,0
70073,201770,LA,-,GLOA 101,2,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,45,0,2
70074,201770,LA,-,GLOA 101,3,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,45,0,0
70075,201770,LA,-,GLOA 101,4,Intro to Global Affairs,3,Undergraduate - Lower Division,O,45,44,0,0
71836,201770,LA,-,GLOA 101,5,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,43,0,7
71593,201770,LA,-,GLOA 101,6,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,44,0,2
73933,201770,LA,-,GLOA 101,7,Intro to Global Affairs,3,Undergraduate - Lower Division,WL,45,45,0,0
81344,201770,LA,-,GLOA 305,DL1,GLOA College-to-Career,1,Undergraduate - Upper Division,O,30,17,0,0
75836,201770,LA,-,GLOA 400,2,Capstone: Global Crisis,3,Undergraduate - Upper Division,O,30,18,0,0
81345,201770,LA,-,GLOA 400,3,Capstone:Globalization in Asia,3,Undergraduate - Upper Division,O,30,13,0,0
75868,201770,LA,AF,GLOA 450,2,Globalization & Devel: MENA,3,Undergraduate - Upper Division,O,18,10,16,0
75870,201770,LA,-,GLOA 450,3,Middle East Realities,3,Undergraduate - Upper Division,O,30,9,0,0
81346,201770,LA,AD,GLOA 450,4,"Islamophbia,Antisemitsm,Questn",3,Undergraduate - Upper Division,O,30,6,16,0
73438,201770,LA,-,GLOA 491,2,Hnrs Seminar in Global Affairs,3,Undergraduate - Upper Division,CN,16,15,0,0
72932,201770,LA,-,GLOA 495,1,Global Experiental Lrng,3,Undergraduate - Upper Division,CN,30,9,0,0
75229,201770,LA,-,GLOA 495,2,Global Experiental Lrng,3,Undergraduate - Upper Division,CN,30,8,0,0
73527,201770,LA,-,GLOA 495,3,Global Experiental Lrng,3,Undergraduate - Upper Division,CN,10,1,0,0
75230,201770,LA,-,GLOA 495,4,Global Experiental Lrng,3,Undergraduate - Upper Division,CN,10,0,0,0
75231,201770,LA,-,GLOA 495,5,Global Experiental Lrng,3,Undergraduate - Upper Division,CN,10,0,0,0
81349,201770,LA,AF,GLOA 599,2,Globalization & Devel: MENA,3,Graduate - First,O,18,6,16,0
81347,201770,LA,AD,GLOA 599,4,"Islamophbia,Antisemitsm,Questn",3,Graduate - First,O,18,10,16,0
71547,201770,LA,0Y,GLOA 600,1,Global Competencies,3,Graduate - First,CN,21,14,17,0
81679,201770,LA,C8,GLOA 600,2,Global Competencies,3,Graduate - First,CN,21,12,15,0
81348,201770,LA,-,GLOA 605,2,lnterdisciplnary Rsrch Methods,3,Graduate - First,CN,21,16,0,0
81680,201770,LA,-,GLOA 605,3,lnterdisciplnary Rsrch Methods,3,Graduate - First,CN,21,15,0,0
71554,201770,LA,15,GLOA 610,1,Econ Globalization/Development,3,Graduate - First,CN,18,13,13,0
75232,201770,LA,-,GLOA 620,1,Human Systems,3,Graduate - First,CN,18,15,0,0
72217,201770,LA,-,GLOA 720,1,Capstone Research Seminar,3,Graduate - Advanced,CN,20,8,0,0
72778,201770,LA,-,MEIS 500,1,Critical Issues/Debates MEIS,3,Graduate - First,CN,25,11,0,0
72745,201770,MAIS,-,MAIS 796,1,MAIS ProSeminar,1,Graduate - Advanced,CN,30,25,0,0
72404,201770,MAIS,-,MAIS 797,1,Interdisciplinary Studies Prop,1,Graduate - Advanced,CN,25,10,0,0
71854,201770,MCL,-,ARAB 110,1,Elementary Arabic,6,Undergraduate - Lower Division,WL,22,22,0,0
70275,201770,MCL,-,ARAB 110,2,Elementary Arabic,6,Undergraduate - Lower Division,WL,22,22,0,0
70276,201770,MCL,-,ARAB 110,3,Elementary Arabic,6,Undergraduate - Lower Division,WL,22,22,0,0
70278,201770,MCL,-,ARAB 110,4,Elementary Arabic,6,Undergraduate - Lower Division,WL,22,22,0,0
73485,201770,MCL,-,ARAB 110,5,Elementary Arabic,6,Undergraduate - Lower Division,O,22,15,0,0
71626,201770,MCL,-,ARAB 210,2,Intermediate Arabic,3,Undergraduate - Lower Division,O,24,23,0,0
81033,201770,MCL,-,ARAB 210,4,Intermediate Arabic,3,Undergraduate - Lower Division,O,25,14,0,0
82211,201770,MCL,-,ARAB 210,5,Intermediate Arabic,3,Undergraduate - Lower Division,O,25,15,0,0
70280,201770,MCL,-,ARAB 250,1,Gateway to Advanced Arabic,3,Undergraduate - Lower Division,O,25,19,0,0
82643,201770,MCL,-,ARAB 325,1,Major Arabic Writers,3,Undergraduate - Upper Division,CL,25,25,0,0
73489,201770,MCL,-,ARAB 330,1,Reading and Conversation I,3,Undergraduate - Upper Division,O,25,22,0,0
75958,201770,MCL,-,ARAB 380,1,Arabic Dialects - Egyptian,3,Undergraduate - Upper Division,O,25,13,0,0
73690,201770,MCL,-,ARAB 390,1,Translatn Meth: Arabic English,3,Undergraduate - Upper Division,O,25,12,0,0
75152,201770,MCL,-,ARAB 420,1,Survey of Arabic Literature,3,Undergraduate - Upper Division,O,25,11,0,0
70281,201770,MCL,-,CHIN 110,1,Elementary Chinese,6,Undergraduate - Lower Division,O,22,18,0,0
70282,201770,MCL,-,CHIN 110,4,Elementary Chinese,6,Undergraduate - Lower Division,O,22,13,0,0
73824,201770,MCL,-,CHIN 210,1,Intermediate Chinese,3,Undergraduate - Lower Division,O,25,14,0,0
82212,201770,MCL,-,CHIN 210,3,Intermediate Chinese,3,Undergraduate - Lower Division,O,25,15,0,0
70284,201770,MCL,-,CHIN 250,1,Gateway to Advanced Chinese,3,Undergraduate - Lower Division,O,18,14,0,0
70285,201770,MCL,-,CHIN 300,1,Reading Skills Develop,3,Undergraduate - Upper Division,WL,25,25,0,0
72289,201770,MCL,-,CHIN 301,1,Advanced Grammar and Syntax,3,Undergraduate - Upper Division,O,25,9,0,0
81035,201770,MCL,-,CHIN 310,2,Survey of Chinese Literature,3,Undergraduate - Upper Division,WL,25,25,0,0
73832,201770,MCL,-,CHIN 311,1,Modern Chinese Lit in Trans,3,Undergraduate - Upper Division,O,25,24,0,0
72654,201770,MCL,-,CHIN 318,1,Introduction Classical Chinese,3,Undergraduate - Upper Division,O,25,14,0,0
81036,201770,MCL,6T,CHIN 320,1,Contemp Chinese Film,3,Undergraduate - Upper Division,O,15,15,24,0
73339,201770,MCL,-,CHIN 325,1,Major Chinese Writers,3,Undergraduate - Upper Division,O,25,24,0,0
81039,201770,MCL,-,CHIN 328,1,Asian American Women Writers,3,Undergraduate - Upper Division,WL,25,25,0,0
71623,201770,MCL,-,CHIN 365,1,Rdng Chin Fict after Mao,3,Undergraduate - Upper Division,O,25,16,0,0
70287,201770,MCL,-,CHIN 480,1,Fourth Year Chinese I,3,Undergraduate - Upper Division,O,25,16,0,0
81040,201770,MCL,-,CLAS 250,1,Classical Mythology,3,Undergraduate - Lower Division,WL,75,75,0,4
83148,201770,MCL,-,CLAS 250,2,Classical Mythology,3,Undergraduate - Lower Division,CL,30,30,0,0
70290,201770,MCL,-,CLAS 260,1,The Legacy of Greece and Rome,3,Undergraduate - Lower Division,WL,66,66,0,8
83161,201770,MCL,-,CLAS 260,2,The Legacy of Greece and Rome,3,Undergraduate - Lower Division,O,12,11,0,0
83149,201770,MCL,-,CLAS 260,3,The Legacy of Greece and Rome,3,Undergraduate - Lower Division,O,45,43,0,0
75196,201770,MCL,-,CLAS 330,1,Roman Law and Society,3,Undergraduate - Upper Division,O,35,20,0,0
73698,201770,MCL,-,CLAS 340,1,Greek and Roman Epic,3,Undergraduate - Upper Division,WL,35,35,0,0
71624,201770,MCL,-,CLAS 360,1,Greek and Roman Comedy,3,Undergraduate - Upper Division,WL,36,37,0,1
71736,201770,MCL,-,FREN 110,2,Elementary French,6,Undergraduate - Lower Division,WL,22,22,0,0
70293,201770,MCL,-,FREN 110,3,Elementary French,6,Undergraduate - Lower Division,O,22,21,0,0
70295,201770,MCL,-,FREN 110,5,Elementary French,6,Undergraduate - Lower Division,O,22,21,0,0
70298,201770,MCL,-,FREN 110,6,Elementary French,6,Undergraduate - Lower Division,O,22,16,0,0
71627,201770,MCL,-,FREN 115,1,Review of Elementary French,3,Undergraduate - Lower Division,WL,25,25,0,0
70300,201770,MCL,-,FREN 210,2,Intermediate French,3,Undergraduate - Lower Division,O,25,14,0,0
71544,201770,MCL,-,FREN 210,3,Intermediate French,3,Undergraduate - Lower Division,O,25,23,0,0
70301,201770,MCL,-,FREN 210,4,Intermediate French,3,Undergraduate - Lower Division,O,25,15,0,0
74208,201770,MCL,-,FREN 210,DL1,Intermediate French,3,Undergraduate - Lower Division,WL,25,25,0,0
71888,201770,MCL,-,FREN 250,1,Gateway to Advanced French,3,Undergraduate - Lower Division,O,25,14,0,0
70304,201770,MCL,-,FREN 309,1,Reading and Writing Skills Dev,6,Undergraduate - Upper Division,O,20,9,0,0
81041,201770,MCL,-,FREN 310,1,Oral Proficiency in French,3,Undergraduate - Upper Division,O,25,19,0,0
81043,201770,MCL,-,FREN 325,1,Franco Sub-Saharan Writers,3,Undergraduate - Upper Division,WL,25,25,0,1
75086,201770,MCL,-,FREN 357,1,Intro to Translation,3,Undergraduate - Upper Division,O,25,11,0,0
70305,201770,MCL,-,FREN 370,1,"Civ, Cult, and Lit to 1789",3,Undergraduate - Upper Division,O,25,19,0,0
81044,201770,MCL,76,FREN 451,1,Top Sub-Saharan Franco Lit/Cul,3,Undergraduate - Upper Division,O,15,10,13,0
81046,201770,MCL,7E,FREN 550,1,The First Global Wars,3,Graduate - First,WL,5,6,17,1
81045,201770,MCL,76,FREN 551,1,Top Franco SubSaharan Lit/Cult,3,Graduate - First,O,10,3,13,0
83221,201770,MCL,8A,FRLN 309,1,Humanities College to Career,1,Undergraduate - Upper Division,O,3,0,7,0
81047,201770,MCL,-,FRLN 330,2,Childhood in World Literature,3,Undergraduate - Upper Division,O,25,24,0,0
73876,201770,MCL,-,FRLN 331,1,War and Film,3,Undergraduate - Upper Division,O,25,20,0,0
73877,201770,MCL,-,FRLN 331,2,International Mysteries,3,Undergraduate - Upper Division,O,25,15,0,0
78172,201770,MCL,8O,FRLN 551,2,Heritage Language Education,3,Graduate - First,WL,7,4,15,0
70306,201770,MCL,-,GERM 110,1,Elementary German,6,Undergraduate - Lower Division,O,22,20,0,0
70307,201770,MCL,-,GERM 110,2,Elementary German,6,Undergraduate - Lower Division,WL,22,22,0,0
70308,201770,MCL,-,GERM 110,3,Elementary German,6,Undergraduate - Lower Division,O,22,15,0,0
70310,201770,MCL,-,GERM 210,1,Intermediate German,3,Undergraduate - Lower Division,O,25,15,0,0
82213,201770,MCL,-,GERM 210,3,Intermediate German,3,Undergraduate - Lower Division,O,25,12,0,0
70311,201770,MCL,-,GERM 250,1,Gateway to Advanced German,3,Undergraduate - Lower Division,O,25,13,0,0
81048,201770,MCL,-,GERM 301,1,Culture and Civilization,3,Undergraduate - Upper Division,O,25,13,0,0
81049,201770,MCL,-,GERM 415,1,Advanced Grammar,3,Undergraduate - Upper Division,O,25,12,0,0
81903,201770,MCL,-,HEBR 101,V01,Elementary Hebrew I,3,Undergraduate - Lower Division,CL,8,8,0,0
70313,201770,MCL,-,ITAL 110,1,Elementary Italian,6,Undergraduate - Lower Division,O,22,18,0,0
82289,201770,MCL,-,ITAL 110,4,Elementary Italian,6,Undergraduate - Lower Division,O,22,14,0,0
70315,201770,MCL,-,ITAL 210,1,Intermediate Italian,3,Undergraduate - Lower Division,O,20,15,0,0
81958,201770,MCL,-,ITAL 250,2,Gateway to Advanced Italian,3,Undergraduate - Lower Division,O,12,8,0,0
72656,201770,MCL,-,ITAL 320,1,Contemporay Italian Cinema,3,Undergraduate - Upper Division,O,35,32,0,0
81784,201770,MCL,-,ITAL 360,1,Southern Italy,3,Undergraduate - Upper Division,O,25,19,0,0
70317,201770,MCL,-,JAPA 110,1,Elementary Japanese,6,Undergraduate - Lower Division,WL,22,22,0,0
